vehicle_id,date,is_booked,tmv,category_grouped,demand_supply_ratio,price
448045,2018-08-25,1,27993,van,7.21351545650611,109.0
508104,2018-10-20,0,5148,suv,9.234782608695653,44.0
289235,2018-10-07,0,17755,midsize,1.2470726857647838,55.0
298081,2018-08-10,1,5724,midsize,9.669793621013133,26.0
388325,2018-07-23,1,8941,compact,9.234769687964338,39.0
487863,2019-02-01,0,10850,upscale,0.6275449101796408,38.0
289235,2018-09-23,0,17755,midsize,1.2281777575895223,55.0
456223,2018-10-19,0,9666,midsize,1.2200175080245113,52.0
238765,2018-03-12,1,18150,compact,12.715066354410617,40.0
300476,2019-01-22,0,6353,suv,4.9359375,38.0
406331,2018-07-16,0,39102,suv,14.210347752332485,100.0
426430,2018-10-28,1,7115,midsize,7.848159509202454,35.0
233590,2018-03-31,0,7484,suv,7.951219512195122,49.0
405192,2019-01-21,1,18802,suv,0.8428877769835597,70.0
388325,2018-06-26,1,8941,compact,8.967382657120128,39.0
300476,2018-09-20,1,6353,suv,3.37060546875,30.0
508104,2018-12-23,1,5148,suv,9.390639063906391,38.0
497131,2018-10-22,1,3875,compact,9.288052373158756,25.0
428355,2019-01-21,0,22008,suv,0.8428877769835597,78.0
333483,2019-01-21,0,14569,midsize,0.8428877769835597,40.0
497131,2018-09-13,1,3875,compact,8.441739130434783,30.0
391074,2018-06-05,0,8275,midsize,7.157990115321252,24.0
487863,2018-09-06,0,10850,upscale,0.9632983794089609,32.0
333483,2018-07-21,0,14569,midsize,1.9774905477886222,27.0
428355,2018-06-23,1,22008,suv,1.7896030245746692,68.0
391074,2018-06-19,1,8275,midsize,7.906636304489265,29.0
466729,2018-11-06,0,26808,van,4.302083333333333,65.0
406331,2018-08-08,1,39102,suv,12.558870967741935,107.0
497131,2018-09-24,1,3875,compact,9.580869565217391,30.0
233590,2019-01-22,0,7484,suv,3.150564617314931,40.0
300476,2018-10-24,0,6353,suv,3.0477993374349266,36.0
405192,2019-01-27,1,18802,suv,0.9217761989342806,72.0
508104,2019-01-17,0,5148,suv,3.8309741881765196,38.0
302205,2018-02-24,1,19525,compact,10.127151051625239,32.0
300476,2018-11-19,1,6353,suv,3.5644859813084113,30.0
405192,2018-07-08,1,18802,suv,1.787216681776972,68.0
298081,2018-08-24,1,5724,midsize,9.040983606557377,26.0
405192,2019-02-22,1,18802,suv,1.1284225156358583,70.0
333483,2018-09-08,0,14569,midsize,1.2294399012498072,37.0
497131,2018-11-30,1,3875,compact,8.348333333333333,25.0
416371,2018-08-01,0,38115,suv,11.84094616639478,120.0
300476,2018-06-02,1,6353,suv,5.256154747948417,31.0
388325,2018-06-18,0,8941,compact,8.437768240343347,39.0
174075,2018-11-13,0,5669,midsize,3.4165605095541403,27.0
487863,2018-10-02,0,10850,upscale,0.6740185266872519,32.0
300476,2018-09-21,1,6353,suv,4.098029556650246,30.0
466729,2018-10-25,0,26808,van,6.066115702479339,65.0
428355,2018-12-16,0,22008,suv,0.9056393076493578,109.0
391074,2018-05-18,1,8275,midsize,9.64452921796428,23.0
298081,2018-05-29,1,5724,midsize,8.090909090909092,26.0
535905,2018-11-23,1,7857,upscale,8.076653171390014,43.0
391074,2018-10-15,1,8275,midsize,5.710183818596538,29.0
298081,2018-05-08,1,5724,midsize,5.533135509396637,26.0
233590,2018-10-03,0,7484,suv,4.283267457180501,33.0
326416,2018-11-20,0,12762,suv,4.339038841342989,40.0
391074,2018-08-13,1,8275,midsize,10.049984714154693,29.0
326416,2019-01-25,0,12762,suv,7.306397306397306,40.0
174075,2018-06-07,1,5669,midsize,8.8064,34.0
405192,2018-12-05,0,18802,suv,0.6841178128523112,50.0
487863,2018-10-08,0,10850,upscale,1.2447679708826205,32.0
487863,2018-11-29,0,10850,upscale,0.560187154402382,38.0
304273,2018-05-26,1,4201,compact,18.842686292548297,39.0
300476,2018-04-15,1,6353,suv,6.6011200995644055,29.0
326416,2018-12-17,0,12762,suv,3.4929305912596402,40.0
487863,2018-11-15,0,10850,upscale,0.5900216919739696,32.0
326416,2018-10-12,1,12762,suv,4.77979274611399,40.0
326416,2018-10-24,0,12762,suv,4.0855043420173685,40.0
391074,2018-08-01,1,8275,midsize,9.131384615384615,29.0
416371,2018-11-01,0,38115,suv,4.074385510996119,111.0
497131,2018-09-25,1,3875,compact,7.924268502581755,30.0
388325,2018-03-27,0,8941,compact,9.803921568627452,39.0
238765,2018-04-01,1,18150,compact,19.188126445643793,40.0
234096,2018-06-02,0,12149,midsize,8.291734197730957,59.0
391074,2018-10-29,1,8275,midsize,5.679310344827586,29.0
466729,2018-10-01,1,26808,van,7.3877721943048575,73.0
289235,2018-06-28,0,17755,midsize,1.3520693512304252,55.0
428355,2018-07-19,1,22008,suv,1.4660964641565999,68.0
174075,2018-10-04,0,5669,midsize,4.863157894736842,27.0
406331,2018-12-18,0,39102,suv,5.343004513217279,85.0
300476,2018-10-21,0,6353,suv,4.1060534960112625,36.0
448045,2018-12-25,1,27993,van,11.255469301340861,109.0
448045,2018-09-29,0,27993,van,5.013736263736264,82.0
326416,2018-09-28,0,12762,suv,5.175271739130435,40.0
174075,2018-03-14,1,5669,midsize,5.5591572123176665,30.0
466729,2018-10-17,0,26808,van,6.5847808105872625,65.0
466729,2018-08-22,1,26808,van,11.20443101711984,73.0
333483,2018-04-04,0,14569,midsize,1.0840309753034743,24.0
174075,2018-04-16,1,5669,midsize,5.405320813771518,30.0
234096,2018-02-19,0,12149,midsize,10.84022038567493,59.0
302205,2018-09-28,1,19525,compact,7.178101178101178,32.0
238765,2019-02-19,1,18150,compact,3.991201055873295,37.0
428355,2019-02-21,1,22008,suv,0.9042918154449345,70.0
298081,2019-02-11,1,5724,midsize,6.151883353584447,25.0
300476,2018-10-25,0,6353,suv,3.2942015209125475,36.0
487863,2019-01-13,1,10850,upscale,0.6326447954637505,31.0
406331,2019-01-18,1,39102,suv,8.233438485804417,102.0
326416,2019-02-09,0,12762,suv,7.644190871369295,40.0
426430,2019-01-09,1,7115,midsize,3.853211009174312,37.0
298081,2018-05-01,1,5724,midsize,5.495486459378134,26.0
333483,2018-10-28,0,14569,midsize,1.2089055949110887,37.0
333483,2018-03-03,1,14569,midsize,1.389411507328812,24.0
326416,2018-09-29,0,12762,suv,5.328822733423546,40.0
333483,2018-06-11,0,14569,midsize,1.3907788283458427,27.0
289235,2018-06-02,1,17755,midsize,1.6713684004309923,55.0
535905,2019-02-08,1,7857,upscale,6.149037193352678,25.0
426430,2018-08-06,1,7115,midsize,9.646048109965635,30.0
304273,2018-03-21,1,4201,compact,9.697478991596638,38.0
428355,2018-10-14,1,22008,suv,1.1760310599956048,109.0
487863,2019-01-16,1,10850,upscale,0.536808595304417,31.0
508104,2018-12-25,1,5148,suv,9.703804347826088,38.0
497131,2018-12-24,1,3875,compact,18.63272120200334,25.0
428355,2018-12-20,1,22008,suv,0.9057120775662193,78.0
406331,2018-07-09,0,39102,suv,12.365748709122203,120.0
406331,2019-02-02,1,39102,suv,8.019897304236201,83.0
497131,2018-09-16,0,3875,compact,12.393728222996515,30.0
174075,2018-02-21,0,5669,midsize,5.173202614379085,30.0
388325,2018-08-05,0,8941,compact,8.6194188518781,39.0
456223,2018-12-08,0,9666,midsize,0.9269081955680619,52.0
487863,2018-10-05,0,10850,upscale,1.058055805580558,32.0
304273,2018-03-28,0,4201,compact,11.418884120171674,38.0
406331,2018-08-07,1,39102,suv,11.786345381526104,120.0
426430,2019-02-20,0,7115,midsize,3.9664804469273744,37.0
302205,2018-11-26,1,19525,compact,5.850817438692098,40.0
406331,2018-12-12,1,39102,suv,4.467783505154639,87.0
456223,2018-10-30,0,9666,midsize,0.7793003966822936,52.0
333483,2019-01-06,0,14569,midsize,0.9332319501774206,40.0
174075,2018-10-10,0,5669,midsize,4.141570141570141,27.0
174075,2018-05-24,1,5669,midsize,6.520634920634921,34.0
388325,2018-08-17,1,8941,compact,8.729881035689294,39.0
508104,2019-02-22,1,5148,suv,5.879384088964927,38.0
300476,2019-01-02,1,6353,suv,8.518197573656845,32.0
298081,2018-11-10,1,5724,midsize,5.77859477124183,24.0
391074,2018-10-21,1,8275,midsize,6.753155307559453,29.0
238765,2018-07-31,1,18150,compact,6.255905511811024,40.0
391074,2018-10-10,1,8275,midsize,5.462120189061445,29.0
405192,2018-06-15,1,18802,suv,1.73893676769633,60.0
289235,2018-04-16,0,17755,midsize,1.1201166788207104,55.0
174075,2018-09-11,0,5669,midsize,6.114122681883024,27.0
233590,2018-12-01,0,7484,suv,3.8134969325153376,40.0
497131,2019-03-06,1,3875,compact,6.628482972136223,25.0
508104,2019-02-17,1,5148,suv,6.943602693602694,38.0
300476,2018-04-25,1,6353,suv,4.652973635806254,29.0
406331,2019-01-24,0,39102,suv,6.8679487179487175,95.0
233590,2018-09-12,0,7484,suv,6.3856115107913665,33.0
391074,2018-06-25,1,8275,midsize,9.151316865696058,24.0
289235,2018-07-12,1,17755,midsize,1.4610783788609176,55.0
406331,2018-05-30,1,39102,suv,6.261865793780688,65.0
406331,2019-02-12,1,39102,suv,6.011627906976744,83.0
406331,2019-01-12,0,39102,suv,7.453851050286442,75.0
298081,2019-01-27,0,5724,midsize,7.373762376237623,25.0
302205,2019-02-15,1,19525,compact,6.484126984126984,25.0
388325,2018-09-19,0,8941,compact,5.335644937586685,41.0
234096,2018-02-18,0,12149,midsize,12.331511839708561,59.0
238765,2018-09-27,0,18150,compact,5.038649706457925,38.0
302205,2018-07-21,1,19525,compact,11.511390416339356,32.0
333483,2018-07-25,0,14569,midsize,1.4405313291968889,24.0
333483,2019-02-05,0,14569,midsize,0.7421023203802068,40.0
174075,2018-09-23,0,5669,midsize,7.526970954356846,27.0
487863,2018-09-24,0,10850,upscale,0.9275296262534184,32.0
391074,2018-09-03,1,8275,midsize,8.700819672131148,29.0
300476,2018-08-17,1,6353,suv,5.748600508905852,31.0
497131,2018-10-21,1,3875,compact,13.97844112769486,25.0
391074,2019-01-16,1,8275,midsize,7.928056027164686,29.0
234096,2018-06-04,0,12149,midsize,7.20698051948052,59.0
326416,2018-07-29,1,12762,suv,7.983994432846208,40.0
508104,2018-12-27,1,5148,suv,8.147482014388489,38.0
233590,2018-03-05,0,7484,suv,5.371941272430669,49.0
456223,2018-10-18,0,9666,midsize,0.8949622531939605,52.0
238765,2019-02-13,1,18150,compact,4.0198675496688745,38.0
326416,2018-05-11,0,12762,suv,6.277286135693215,40.0
426430,2018-07-12,1,7115,midsize,9.75354609929078,33.0
238765,2019-01-13,0,18150,compact,5.011065006915629,38.0
508104,2018-10-17,0,5148,suv,5.233170731707317,44.0
326416,2018-07-07,0,12762,suv,7.572241992882562,40.0
406331,2019-02-09,1,39102,suv,9.048020765736535,83.0
406331,2019-02-26,1,39102,suv,6.557809330628803,94.0
298081,2019-02-04,1,5724,midsize,6.231055900621118,25.0
406331,2018-10-17,1,39102,suv,4.830213903743315,95.0
487863,2019-02-02,0,10850,upscale,0.7109529458283906,38.0
300476,2018-12-17,1,6353,suv,3.115561694290976,31.0
497131,2018-11-09,1,3875,compact,9.031496062992126,25.0
333483,2018-08-26,0,14569,midsize,1.3905848329048842,27.0
304273,2018-03-04,1,4201,compact,12.85637342908438,39.0
391074,2019-02-08,1,8275,midsize,10.300596506178099,29.0
302205,2019-01-24,1,19525,compact,4.372585669781931,26.0
238765,2018-04-15,1,18150,compact,18.66770670826833,40.0
388325,2018-08-28,1,8941,compact,6.207232267037552,39.0
428355,2018-10-05,1,22008,suv,1.208284023668639,68.0
238765,2018-09-30,1,18150,compact,6.854046242774566,38.0
298081,2018-10-14,1,5724,midsize,6.491304347826087,24.0
388325,2019-02-04,0,8941,compact,6.69469964664311,41.0
426430,2018-05-23,1,7115,midsize,8.84393063583815,29.0
238765,2018-12-14,1,18150,compact,5.722515602496399,40.0
289235,2018-09-13,0,17755,midsize,0.9451149204396956,55.0
391074,2019-01-11,1,8275,midsize,9.675430844012373,29.0
416371,2018-06-26,1,38115,suv,14.288105726872248,69.0
406331,2018-08-13,1,39102,suv,13.035971223021583,107.0
302205,2018-05-21,0,19525,compact,8.31049822064057,31.0
300476,2018-07-14,1,6353,suv,6.07223113964687,34.0
302205,2018-09-10,0,19525,compact,5.424715909090909,26.0
234096,2018-04-06,0,12149,midsize,7.575510204081633,59.0
233590,2019-02-01,0,7484,suv,3.517110266159696,40.0
289235,2018-08-07,1,17755,midsize,1.221999163529904,55.0
405192,2018-09-02,1,18802,suv,1.5803149606299212,60.0
289235,2018-07-10,1,17755,midsize,1.3220111131027066,55.0
234096,2018-04-27,0,12149,midsize,7.044319097502014,48.0
497131,2019-01-31,1,3875,compact,6.2214876033057855,25.0
391074,2018-12-05,1,8275,midsize,3.906045537817325,29.0
233590,2018-06-13,1,7484,suv,10.086601307189543,49.0
300476,2018-06-29,1,6353,suv,5.594014680971203,33.0
406331,2019-02-10,1,39102,suv,8.436211340206185,83.0
233590,2018-08-20,1,7484,suv,11.4364471669219,32.0
333483,2018-09-20,0,14569,midsize,0.9205564847194769,37.0
238765,2018-09-19,1,18150,compact,4.447186574531096,38.0
487863,2019-02-16,0,10850,upscale,1.046215139442231,19.0
302205,2018-08-16,0,19525,compact,7.163609684519442,24.0
302205,2018-07-07,1,19525,compact,11.329517579721996,28.0
233590,2018-02-14,0,7484,suv,5.443163097199341,41.0
174075,2018-04-26,0,5669,midsize,5.951104100946372,30.0
426430,2018-10-31,1,7115,midsize,4.580451127819549,30.0
238765,2018-02-12,1,18150,compact,10.86796875,40.0
234096,2018-03-25,0,12149,midsize,9.546768707482993,59.0
391074,2018-12-25,1,8275,midsize,15.833451788675669,10.0
406331,2018-08-19,1,39102,suv,15.019794140934284,99.0
289235,2018-06-18,0,17755,midsize,1.4868773946360154,55.0
234096,2018-02-08,0,12149,midsize,10.644083107497742,54.0
508104,2019-01-10,0,5148,suv,3.7767241379310343,38.0
333483,2018-12-19,0,14569,midsize,0.7874640275145645,40.0
300476,2019-02-26,0,6353,suv,4.870493009565857,32.0
405192,2018-07-26,1,18802,suv,1.52709531277226,40.0
298081,2018-12-30,1,5724,midsize,16.499257057949478,26.0
391074,2018-06-04,1,8275,midsize,7.627984084880636,24.0
428355,2018-09-03,1,22008,suv,1.3969043670536208,86.0
238765,2018-12-11,1,18150,compact,3.8603189946834218,40.0
448045,2018-09-10,0,27993,van,5.443974630021142,82.0
406331,2018-10-13,1,39102,suv,7.387053270397843,95.0
391074,2018-06-01,1,8275,midsize,8.167914794474955,29.0
497131,2018-11-02,1,3875,compact,9.001579778830964,25.0
234096,2018-03-22,0,12149,midsize,8.07566638005159,60.0
300476,2019-02-25,0,6353,suv,5.550595238095238,35.0
456223,2018-11-07,0,9666,midsize,0.774488926746167,52.0
406331,2018-04-15,0,39102,suv,7.373977086743044,100.0
300476,2018-03-27,1,6353,suv,5.460348162475822,27.0
326416,2018-11-29,0,12762,suv,3.268774703557312,40.0
300476,2018-12-19,1,6353,suv,3.212079299216229,31.0
406331,2018-06-04,1,39102,suv,7.20698051948052,73.0
406331,2018-12-16,0,39102,suv,6.1610486891385765,122.0
428355,2018-10-09,1,22008,suv,0.7815501943242649,68.0
388325,2018-06-24,1,8941,compact,9.309286898839138,39.0
388325,2018-08-03,0,8941,compact,9.284687275341481,39.0
174075,2018-08-31,1,5669,midsize,10.74014598540146,42.0
416371,2018-11-25,0,38115,suv,5.943189154293092,99.0
298081,2019-01-16,1,5724,midsize,5.83883751651255,24.0
426430,2018-11-19,1,7115,midsize,5.834876543209877,30.0
333483,2018-04-20,0,14569,midsize,1.5309354026845639,30.0
448045,2018-08-16,1,27993,van,8.251572327044025,109.0
300476,2018-02-23,1,6353,suv,6.3690872751499,29.0
388325,2018-05-01,0,8941,compact,7.874340021119324,39.0
238765,2018-05-26,1,18150,compact,16.814944134078214,40.0
406331,2018-09-06,1,39102,suv,8.19876256767208,100.0
300476,2019-02-22,0,6353,suv,6.610944527736132,31.0
333483,2018-04-09,0,14569,midsize,1.1182255702029713,24.0
456223,2018-08-20,0,9666,midsize,1.2412947523295734,42.0
388325,2018-09-25,0,8941,compact,5.07267645003494,41.0
406331,2018-08-14,0,39102,suv,11.6824,107.0
405192,2018-06-14,1,18802,suv,1.3384275278738946,60.0
405192,2018-05-30,1,18802,suv,1.127610901133877,60.0
333483,2018-08-04,0,14569,midsize,1.7787685060565277,27.0
238765,2018-07-26,1,18150,compact,7.834380354083381,40.0
466729,2018-08-20,1,26808,van,13.168032786885245,73.0
388325,2019-02-20,0,8941,compact,7.611456176673568,39.0
233590,2018-06-15,1,7484,suv,12.776094276094277,49.0
487863,2018-09-15,0,10850,upscale,1.2285714285714286,32.0
233590,2018-09-26,0,7484,suv,5.389196675900277,33.0
300476,2018-06-15,1,6353,suv,5.504592422502871,32.0
300476,2018-10-23,0,6353,suv,3.027540360873694,36.0
406331,2018-04-18,0,39102,suv,6.980613893376414,80.0
326416,2018-11-13,1,12762,suv,3.457737321196359,40.0
326416,2019-02-25,1,12762,suv,6.856100104275287,40.0
238765,2018-07-30,1,18150,compact,7.809442548350398,40.0
333483,2018-09-22,0,14569,midsize,1.2851521113970032,37.0
326416,2018-06-05,0,12762,suv,4.7537688442211055,40.0
391074,2018-06-16,1,8275,midsize,9.47763395051614,29.0
426430,2018-08-25,1,7115,midsize,11.947008547008547,35.0
405192,2019-01-23,1,18802,suv,0.7079627125880595,60.0
428355,2018-11-07,0,22008,suv,0.774488926746167,76.0
405192,2018-08-05,1,18802,suv,1.6860406517722157,40.0
233590,2018-07-20,1,7484,suv,18.689774696707104,49.0
326416,2018-11-04,0,12762,suv,4.517308948399739,40.0
233590,2018-11-23,0,7484,suv,6.592307692307692,40.0
426430,2018-08-10,1,7115,midsize,11.486206896551725,32.0
487863,2018-11-11,0,10850,upscale,0.7371156344737981,32.0
302205,2019-02-08,0,19525,compact,4.923774954627949,25.0
289235,2018-11-11,0,17755,midsize,1.0712555223029785,55.0
497131,2018-12-10,0,3875,compact,6.752961082910321,35.0
428355,2018-12-15,0,22008,suv,0.951813110181311,109.0
300476,2018-06-18,0,6353,suv,5.021927293710329,33.0
174075,2018-07-07,1,5669,midsize,15.80716723549488,34.0
326416,2018-09-17,0,12762,suv,4.341248303934871,40.0
302205,2018-07-29,1,19525,compact,10.381804043545879,32.0
298081,2019-01-23,1,5724,midsize,5.7084917617237005,25.0
426430,2018-06-19,1,7115,midsize,8.560521415270019,33.0
497131,2018-11-10,1,3875,compact,10.717425431711145,25.0
289235,2018-05-13,0,17755,midsize,1.548124809431853,55.0
238765,2018-08-10,1,18150,compact,7.518756698821008,40.0
233590,2018-07-25,1,7484,suv,15.061056105610561,49.0
391074,2018-07-18,1,8275,midsize,8.959705236751333,29.0
300476,2018-10-26,0,6353,suv,3.99146110056926,30.0
234096,2018-04-30,0,12149,midsize,5.161290322580645,53.0
302205,2018-11-17,1,19525,compact,7.3313049357674105,32.0
233590,2018-07-19,1,7484,suv,16.26388888888889,49.0
456223,2018-10-13,0,9666,midsize,1.241874084919473,52.0
326416,2018-11-03,1,12762,suv,4.804432855280313,40.0
333483,2018-02-18,0,14569,midsize,1.225370969541448,24.0
388325,2018-06-30,1,8941,compact,10.8872,39.0
302205,2018-04-27,1,19525,compact,11.076199435559737,26.0
233590,2018-11-05,0,7484,suv,3.703184713375796,33.0
448045,2018-12-06,0,27993,van,4.9655657062543925,109.0
238765,2019-01-28,0,18150,compact,4.473348519362187,38.0
388325,2018-06-01,0,8941,compact,7.301587301587301,39.0
426430,2018-07-08,1,7115,midsize,13.167548500881834,33.0
428355,2019-02-09,1,22008,suv,1.011709765107688,85.0
416371,2018-10-23,0,38115,suv,4.34906914893617,111.0
233590,2018-04-24,0,7484,suv,5.419303797468355,48.0
426430,2019-02-06,0,7115,midsize,3.67877094972067,42.0
300476,2018-08-29,0,6353,suv,3.881212723658052,37.0
391074,2018-06-10,0,8275,midsize,8.716581925537149,29.0
416371,2018-07-23,1,38115,suv,14.86374896779521,69.0
405192,2018-11-12,0,18802,suv,0.9001721170395869,50.0
388325,2018-04-15,0,8941,compact,9.607064017660043,39.0
233590,2018-05-26,0,7484,suv,9.244336569579287,49.0
233590,2019-02-14,1,7484,suv,4.287671232876712,41.0
302205,2018-03-20,1,19525,compact,8.851780558229066,28.0
487863,2018-12-27,1,10850,upscale,1.5396825396825398,34.0
333483,2018-02-26,0,14569,midsize,1.0385168788046486,24.0
416371,2018-11-06,0,38115,suv,3.823874755381605,111.0
426430,2018-08-05,1,7115,midsize,12.062068965517241,35.0
508104,2019-02-23,1,5148,suv,6.481639624252775,39.0
233590,2018-11-10,0,7484,suv,4.844611528822055,33.0
405192,2019-02-12,1,18802,suv,0.7635379061371841,60.0
174075,2018-06-12,1,5669,midsize,9.907742998352553,34.0
426430,2018-11-22,1,7115,midsize,12.847058823529412,30.0
233590,2019-02-10,1,7484,suv,4.404282115869018,44.0
289235,2018-09-09,0,17755,midsize,1.1576070218663381,55.0
238765,2018-08-26,1,18150,compact,8.125520833333333,40.0
448045,2018-11-01,0,27993,van,4.758434547908232,89.0
300476,2019-02-24,0,6353,suv,6.836524300441826,36.0
426430,2019-02-07,0,7115,midsize,3.991465149359886,41.0
416371,2018-07-12,1,38115,suv,13.571912013536378,69.0
405192,2018-07-27,1,18802,suv,1.8995881889073862,40.0
238765,2018-10-14,1,18150,compact,7.580131208997188,40.0
174075,2018-02-17,1,5669,midsize,7.376039933444259,30.0
298081,2018-08-11,1,5724,midsize,10.389943074003796,26.0
388325,2018-09-02,0,8941,compact,6.354771784232365,41.0
304273,2018-04-21,1,4201,compact,15.799107142857142,39.0
300476,2018-02-11,0,6353,suv,6.116370808678501,29.0
233590,2018-04-30,0,7484,suv,5.072530864197531,49.0
406331,2019-01-13,0,39102,suv,6.903944020356234,75.0
326416,2018-08-04,1,12762,suv,7.8719178082191785,45.0
234096,2018-04-08,0,12149,midsize,7.123387096774193,59.0
535905,2018-11-25,1,7857,upscale,6.905736601131161,43.0
405192,2018-10-14,1,18802,suv,1.1760310599956048,50.0
238765,2018-12-31,1,18150,compact,8.919024390243903,41.0
388325,2018-03-18,0,8941,compact,10.344300822561692,39.0
448045,2018-09-12,0,27993,van,5.1711156741957565,82.0
391074,2018-03-26,0,8275,midsize,10.216524216524217,24.0
388325,2018-12-09,0,8941,compact,5.193253689388616,41.0
466729,2018-08-23,0,26808,van,11.671385237613752,63.0
535905,2019-01-27,1,7857,upscale,6.170405982905983,25.0
426430,2019-01-01,1,7115,midsize,8.105960264900663,34.0
497131,2019-02-06,0,3875,compact,5.341426403641882,25.0
391074,2019-02-25,1,8275,midsize,9.129146672230336,29.0
388325,2018-09-20,0,8941,compact,5.528879610299234,41.0
302205,2018-06-29,1,19525,compact,10.203418803418803,32.0
405192,2018-06-02,1,18802,suv,1.6713684004309923,60.0
405192,2018-06-13,1,18802,suv,1.2206477732793521,60.0
456223,2018-10-24,0,9666,midsize,0.7923710446467274,52.0
426430,2018-09-07,0,7115,midsize,7.041733547351525,30.0
233590,2018-02-13,0,7484,suv,4.934747145187602,43.0
466729,2018-09-21,1,26808,van,8.437810945273633,78.0
326416,2018-09-10,0,12762,suv,4.138492871690428,40.0
405192,2018-10-26,0,18802,suv,1.1492894431554523,50.0
416371,2018-10-22,0,38115,suv,5.2543391188251,111.0
326416,2018-06-23,1,12762,suv,7.282069970845481,40.0
302205,2018-12-16,1,19525,compact,5.886854153041203,28.0
326416,2018-11-19,0,12762,suv,4.336627140974967,40.0
302205,2018-11-05,1,19525,compact,5.864349011588275,35.0
302205,2018-04-28,1,19525,compact,12.613358419567263,32.0
428355,2018-10-28,1,22008,suv,1.2089055949110887,68.0
487863,2018-11-12,0,10850,upscale,0.6339012669287899,32.0
289235,2018-11-07,0,17755,midsize,0.774488926746167,55.0
426430,2018-08-04,1,7115,midsize,12.704028021015763,35.0
300476,2018-07-07,0,6353,suv,6.144335511982571,34.0
289235,2018-08-26,0,17755,midsize,1.3905848329048842,55.0
234096,2018-05-14,0,12149,midsize,5.979249800478851,58.0
406331,2018-08-15,0,39102,suv,12.478571428571428,99.0
388325,2018-12-15,0,8941,compact,5.816901408450704,41.0
233590,2018-12-17,0,7484,suv,3.5403422982885084,40.0
497131,2018-09-26,1,3875,compact,7.923076923076923,30.0
326416,2018-12-08,0,12762,suv,3.6590761223162005,40.0
233590,2019-01-24,0,7484,suv,3.294267515923567,40.0
456223,2018-09-20,0,9666,midsize,0.9205564847194769,52.0
326416,2018-12-23,1,12762,suv,12.605482717520859,40.0
289235,2018-10-31,0,17755,midsize,0.8098327566320646,55.0
388325,2018-12-31,0,8941,compact,12.743789921930446,41.0
300476,2018-08-26,1,6353,suv,5.250631632137443,31.0
326416,2018-05-10,0,12762,suv,5.31373989713446,40.0
300476,2018-10-09,0,6353,suv,2.937914691943128,36.0
174075,2018-08-06,1,5669,midsize,13.231124807395993,38.0
289235,2018-06-26,0,17755,midsize,1.2174198387399213,55.0
388325,2018-08-07,0,8941,compact,8.007002801120448,39.0
508104,2018-12-05,0,5148,suv,3.553956834532374,38.0
406331,2019-01-25,0,39102,suv,8.067818298144594,95.0
174075,2018-03-17,1,5669,midsize,7.084006462035541,30.0
405192,2019-01-16,0,18802,suv,0.7161065223583025,50.0
233590,2018-08-09,1,7484,suv,13.239567233384854,32.0
333483,2018-10-08,0,14569,midsize,0.9854805424528302,37.0
289235,2018-06-20,1,17755,midsize,1.2869729985788725,55.0
426430,2018-11-04,1,7115,midsize,6.815592203898051,35.0
391074,2018-12-12,1,8275,midsize,3.942528735632184,29.0
405192,2018-07-16,1,18802,suv,1.5004878048780488,60.0
233590,2019-02-09,1,7484,suv,4.503136762860728,43.0
302205,2018-03-21,1,19525,compact,8.656429942418425,30.0
298081,2018-04-30,1,5724,midsize,6.624236252545825,26.0
298081,2018-04-28,1,5724,midsize,8.890256410256411,26.0
428355,2018-06-11,1,22008,suv,1.3907788283458427,68.0
326416,2018-07-02,1,12762,suv,6.638829407566024,40.0
388325,2019-01-18,0,8941,compact,7.571221981200289,41.0
456223,2018-09-22,0,9666,midsize,1.2851521113970032,52.0
300476,2019-01-12,0,6353,suv,6.396411092985318,38.0
238765,2018-08-04,1,18150,compact,8.681025081788441,40.0
388325,2018-03-15,0,8941,compact,10.114149821640904,39.0
388325,2018-08-14,0,8941,compact,7.935862068965517,41.0
405192,2019-01-02,1,18802,suv,1.222999337407053,80.0
388325,2018-09-26,0,8941,compact,5.032729805013927,41.0
302205,2018-10-18,1,19525,compact,6.109428768066071,32.0
508104,2019-02-13,0,5148,suv,4.370025402201524,36.0
333483,2018-10-25,0,14569,midsize,0.8674253406784576,37.0
405192,2018-06-11,1,18802,suv,1.3907788283458427,60.0
456223,2018-10-31,0,9666,midsize,0.8098327566320646,52.0
426430,2019-02-12,0,7115,midsize,3.99442119944212,41.0
428355,2018-12-29,1,22008,suv,1.6971222481027877,78.0
428355,2019-01-11,1,22008,suv,0.8833514689880305,68.0
174075,2018-10-29,0,5669,midsize,4.014230271668823,27.0
300476,2018-11-12,1,6353,suv,3.2793635938231165,30.0
234096,2018-05-04,0,12149,midsize,6.446215139442231,58.0
391074,2019-01-14,1,8275,midsize,8.416521360069748,29.0
405192,2018-07-29,1,18802,suv,1.870832970667595,40.0
233590,2018-02-19,0,7484,suv,6.196013289036545,47.0
535905,2018-12-15,0,7857,upscale,5.698379508625196,30.0
234096,2018-04-19,0,12149,midsize,8.999191592562651,59.0
300476,2018-05-03,1,6353,suv,3.7953181272509005,29.0
300476,2018-08-08,0,6353,suv,5.221483375959079,35.0
300476,2018-10-05,0,6353,suv,3.747743467933492,36.0
233590,2018-06-09,0,7484,suv,11.497630331753555,51.0
238765,2018-06-21,1,18150,compact,7.948043617703656,40.0
333483,2019-01-19,0,14569,midsize,1.0379719679633868,40.0
